,text,intent_ovr
13003,i feel dull and tired and blah about this school stuff i thought so important at the start of the school year,emotion
13004,ive slowed down i take time to listen to my child and be in the moment and not feel like i need to immediately update my status on fb about the cute thing she did,emotion
13005,i didn t really feel awkward at all,emotion
13006,im not going to fix things with ml either by feeling awkward and frustrated and annoyed at some things she does,emotion
13007,i remember feeling overwhelmed and noted the particular smell off the city mostly cigarettes and people with wafts of charred something,emotion
13008,i didnt feel brave or confident coming out of the mass,emotion
13009,i spent a lot of my childhood feeling completely frightened of her but i remember a lot of good things too,emotion
13010,i had a quarrel with my parents i was convinced to be right,emotion
13011,my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,emotion
13012,i made my own recipe cards and included little gift cards for friends far away so we could feel like we were having coffee and a delicious treat together if i can do this on the computer anyone can,emotion
13013,i were both feeling homesick so we decided to venture to a relatively new part of town,emotion
13014,i volunteer at bard and always feel respected,emotion
13015,i feel like i m falling quicker and quicker but i m not quite sure what i m falling into i m calling it love because that s what it feels like since my heart is beating rapidly and i can t seem to keep this tiny little smile off my face no matter what hour of the day,emotion
13016,i always feel like i should look cute when i vote,emotion
13017,i feel obama is simply because hillary is so hated by so many,emotion
13018,i miss everybody i am still feeling relieved because i am pretty sure i will be able to catch up on much needed sleep that has eluded me the last couple of days,emotion
13019,i get the feeling were being tortured,emotion
13020,ive been feeling an aching loss a void in my life in the place that she filled,emotion
13021,i do like riding on brooms but there is something about just sitting and holding colin and feeling the wind in my hair that is quite pleasant,emotion
13022,i truly feel blessed to be sharing our first thanksgiving day together and we have many many blessings to be thankful for,emotion
13023,i almost feel like i missed this month but when thinking of what i actually did it sure wasnt wasted my sister got married,emotion
13024,i didn t feel like there was something i missed and i take back all the things i said to make you feel like that and i just wish that i didn t feel like there was something i missed and i take back all the things that i said to you,emotion
13025,i was a little teary and feeling a little sorry for myself,emotion
13026,im feeling a bit distressed about it,emotion
13027,i know it is really hard on him to not be here i think he feels like he misses out on a lot with our sweet girl,emotion
13028,i seriously feel like a prisoner and i feel awfully gloomy when im in school thats why i always want to get out of the gates as early as possible,emotion
13029,i feel like i should rely entirelly on gods word yet i am impatient to wait,emotion
13030,i am feeling mad at him as he didnt reply got me very worried,emotion
13031,i was not aware of his point of view as a white european who had undertaken this trip as a fulfillment of a childhood dream but maybe because of this awareness i was able to feel the tragic dawning marlowe experiences of humanitys ruthless rapacity and greed,emotion
13032,i feel that i m indulging him at times nor does it help that when we started talking his approach was more friend zone friendly than an i want to date you approach,emotion
13033,i feel peaceful like i shall grow wings and fly away,emotion
13034,i feel like starting with my name is susanna but i dont want to be that boring,emotion
13035,i feel with my precious little girls arms wrapped so tightly around my neck,emotion
13036,i dont know who wrote the following little note but this is how i feel today if u r offended by the following posting then you obviously have not lived long enough to be compromised on how you act or believe,emotion
13037,i was feeling extremely horny while out of town visting some friends of mine in south florida,emotion
13038,i can feel dazed by all those choices so much so i find myself standing still in front of that blank page unable to make a move,emotion
13039,i feel so beaten down,emotion
13040,i am feeling some divine intervention at work here,emotion
13041,i was devestated would be a grave disservice to my feelings as i can never recall being quite so heartbroken again in my life,emotion
13042,i feel like i got resentful and tired and i just wanted to talk to him so badly,emotion
13043,i had a feeling he wouldn t be friendly about it,emotion
13044,i feel amazed because when he watch his victim intensely the lying blonde has a pretty face like a girl his skin so smooth his lips so soft and pink and,emotion
13045,i m being reserved kind i feel so loads and loads and loads of mood swings i am not caring eh,emotion
13046,i feel aching andangry,emotion
13047,i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,emotion
13048,i feel for you i feel sorry for those who think autistics have no ability to empathize,emotion
13049,im not appreciative enough does not love and care for myself enough and does not feel contented of what i have now i will never be happy,emotion
13050,i am at a point where i dread anyone asking me for anything because i feel like it is just one more opportunity for me to fail at something and that is a very horrible place for me to be,emotion
13051,i overslept and the hangover kicked in mid morning im still feeling extremely delicate,emotion
13052,i feel that i am not accepted and am forced to hide this part of who i am,emotion
13053,i feel somehow reassured to a href http www,emotion
13054,i must admit that tonight i am feeling a bit homesick for my little,emotion
13055,i can see a lot of strain on people i can tell they are feeling pretty shitty or not what they are supposed to be pretending,emotion
13056,i started to drape the ties on and get a feel for how it would look and i hated it,emotion
13057,i feel a conection between my beloved letter and the beloved envelope that i have customized,emotion
13058,i have been starting to feel drained,emotion
13059,i hate it i am feeling bothered by my boob size,emotion
13060,i feel whiney winey lush lush i just know everyone thinks im scummy and annoying,emotion
13061,i think there s nobody there but when i reach there i feel suspicious,emotion
13062,i didnt know what to feel except ashamed of myself for not feeling sorrow,emotion
13063,i set off feeling fab and ran first section pretty well,emotion
13064,im supposed to feel sympathetic to a child killer,emotion
13065,i feel an emotional reaction but a lot of times that emotion is accompanied by a physical reaction as well,emotion
13066,i mean change is great though unless i feel like i am not alone in what i experience with having high functioning autism it s scary to make decisions and to want to work on myself in order to be the person i want to be,emotion
13067,i feel like im becoming the most dull witless stupid zombie by spending my life with him and his friends,emotion
13068,i would want them to know either i feel it isn t that important to know who had hurt me this much anymore,emotion
13069,i am by no means very claustrophobic when crunched up like that i can t help but feel a little agitated,emotion
13070,i have been busy pleasing people which i currently feel so regretful about today,emotion
13071,i thought id make a list of ways that you could celebrate today whether youre ready to be your creative self your activist self your worker self or you just need some ways to feel festive,emotion
13072,i am kind of feeling melancholy because of the recent tragedy in bontoc you know when we were there you do get the feeling that every turn is the last turn you are ever going to make in your life,emotion
13073,i feel that the message is too lame or something,emotion
13074,i feel wonderful after seeing all these sweet ribbon prices,emotion
13075,i start to daydream about accidentally hitting the end call button that i recently took up flossing after a year sabbatical and it has made me feel strangely superior,emotion
13076,i am feeling mega contented after sort of completing my project,emotion
13077,im just sick of feeling unwelcome here,emotion
13078,i know i have been affected by it and the importance of beauty is embedded so deeply in me that i don t think i will ever stop feeling inadequate in some ways for not measuring up to society s narrow and unattainable view of beauty,emotion
13079,i had picked oxbow in the kentucky derby two weeks ago but he turned up as the longest bet for the preakness today and i just had a feeling that the lucas stevens combination wouldnt be beaten,emotion
13080,i know i have an international audience but even now i feel pleasantly shocked that i can reach certain parts of the world,emotion
13081,i wanna tell you how i feel but im scared,emotion
13082,i just didnt feel inspired,emotion
13083,i feel nothing just empty until the nothing becomes something just a deep ache longing to be filled,emotion
13084,i have nothing but respect for not only jerry sloan but the utah jazz as a whole i feel wronged that we were forced to stomach this series,emotion
13085,i wept with my grandparents who prayed for me by phone that i would feel gods presence to which i replied that i felt so punished,emotion
13086,i feel like i should mention there was another sweet family with us,emotion
13087,i feel frightened or anxious,emotion
13088,i always feel like i need drugs after which is funny cuz its a health food store,emotion
13089,i feel her longing to be touched and all that but really with the guy who wanted to control you and make you kill other people,emotion
13090,i wonder why people feel the need to make up stories to be amazed at the miracles around us every day,emotion
13091,i along happy peaceful feeling fantastic,emotion
13092,i hope you feel a little more glamorous after reading todays pinterest loves,emotion
13093,i came back from the holidays feeling invigorated and inspired,emotion
13094,i hate being in an environment where im constantly feeling rejected cast aside and forgotten e,emotion
13095,i am still glad to help when someone asks makes me feel complacent at least i am good at something,emotion
13096,i just mean it in a logistics sort of way i feel like i cant take one more frantic non stop day,emotion
13097,i guess ill quit the predictions and quit feeling doomed,emotion
13098,i have this crush on my bus mate and i feel strange about it because i used to despise him,emotion
13099,i feel like ive reached the point where we are doing more emotional damage than health fixing especially since you know we arent cathing,emotion
13100,i remember feeling very very disturbed by the images,emotion
13101,i do these days that makes me feel a little uncertain about the future the pressures that pierce me deep the feeling of being completely isolated from the world i used to glory in and all the thrills that go with it,emotion
13102,im feeling a craving for a naughty sweet snack this is what i choose,emotion
13103,i hate myself for feeling so listless about my classwork,emotion
13104,i don t feel like i m welcomed at home even though i am its different than before,emotion
13105,i mentioned in my last post i was still feeling completely exhausted on the weekend,emotion
13106,i could not help feeling thatrupert meant to be rude to my father though his words were quite polite,emotion
13107,i started feeling better towards the afternoon and now i still intend to finish off some things in my to do list,emotion
13108,i am feeling somewhat melancholy over that,emotion
13109,i feel like a kid that s been naughty,emotion
13110,i do hear and old jam a wave of nostalgia floods over me i become giddy and feel like a jubilant teenager again,emotion
13111,im not too jazzed about the first image but even before i have finished this one i am already feeling proud,emotion
13112,i wish that i had listened to this album back in the day because i feel like i have missed out on so many listening opportunities it is not very often you come across an album that you like the whole way through,emotion
13113,ive been a huge fan of twitter since i joined in and as my engagement with those that i follow has increased over time ive found myself feeling like this is a go to source for me for any number of content options news biz trends marketing you get the picture,emotion
13114,i feel like my songs are pretty lame and elementary but they like them,emotion
13115,i feel heartbroken when he tells me that he feels that i dont love him when i really do love him,emotion
13116,i am feeling a little uncertain as i am waiting to hear from my land lady to confirm a date and receive my contract,emotion
13117,im not going to tell you to feel loving feelings toward her,emotion
13118,i feel like kierkegaard a hated and lonely philosopher,emotion
13119,i know that i am even more unworthy to facilitate your children and i feel truly anguished that my interference with your work has stunted damaged or destroyed the promise once instilled by your spirit in to them,emotion
13120,i just want people to leave me alone and not make me special because i feel really vain and bad when people pay that much attention to me,emotion
13121,i seem to wake up every day recently feeling immensely irritable and i cant quite work out why,emotion
13122,i am now feeling fine if not a bit worn out and tired from a few days of sickness,emotion
13123,i feel like i have a headcold and im groggy and even more exhausted today,emotion
13124,i dont know how to explain to you all the emotions that i felt at that moment but i can assure you of one thing i didnt have to convince myself to feel passionate about dominican republic,emotion
13125,i will come across a book that i feel has valuable information in it that i should keep for perusal at a later date,emotion
13126,i lie awake for hours and look at him and at times i feel so ashamed of my thoughts,emotion
13127,i feel this strange shift between us the heat between us intensifying and i get excited my nerves bubbling up inside me,emotion
13128,i don t feel very reassured when the general environment at a recruiters doesn t look like an office one either,emotion
13129,im feeling shy to approach them,emotion
13130,i feel like a child with a most delicious treat while drinking it,emotion
13131,i still feel horrible,emotion
13132,i feel incredibly disappointed in myself,emotion
13133,i feel like it but i cant i cant give in i am just to stubborn and i must win,emotion
13134,i entered the temple feeling vaguely terrified,emotion
13135,i fall asleep these days feeling as if the day has been worthwhile,emotion
13136,this happened a year when i was having a hard time,emotion
13137,i look pretty today without feeling vain,emotion
13138,i dunno i feel like ive been on opiates forever i dont even remember my carefree life before r or even with her as an infant when i didnt use anything its summer again which means im almost one year on this merry go round of addiction,emotion
13139,i didnt feel too needy i didnt feel too emotional,emotion
13140,i feel petty a href http clairee,emotion
13141,i have some christmas undecorating to start but im in no hurry i like feeling festive,emotion
13142,i am is cornish and i feel so insulted and hurt to know that people my own age dont see what i see dont understand how much cornwall is important to their lives,emotion
13143,there was a cat on the street it had been run over and its head was open we passed beside it,emotion
13144,i feel an aching tiredness that goes down to my core,emotion
13145,i feel comfortable enough doing presentations in front of professors and students i am a performer so its somewhat like the same thing most of my experiences back in grade school were hard when it came to presenting because i wasnt into it or got made fun of,emotion
13146,i know feel a sense of responsibility toward those whose family and homes were devastated by hurricane katrina,emotion
13147,i never knew these feelings entertained by anyone that they did not however unknown to himself tinge the language of the person who imbibed them and thereby produce incalculable mischief,emotion
13148,i feel bad for pretty much everyone involved and am generally bummed to see violence take place perhaps most disturbing of all is the insidious if not predictable victim blaming that has taken hold in the days since the violent incident,emotion
13149,i feel so idiotic right now,emotion
13150,ive been more intensely feeling unloved,emotion
13151,i feel the need to be productive,emotion
13152,i discovered out what created my wife feel lovedi was shocked,emotion
13153,i go to bed feeling triumphant,emotion
13154,i feel that artists should be supportive of one another not stretching to find ways for others not to be able to express themselves in their love of art too,emotion
13155,i did feel my heart rate increase after the baths and i am curious as to how they d work in the long run on a fat loss plan but between the cost of lbs of ice at a time and the increasingly low temperatures in my apartment i gave them up after a short run,emotion
13156,i suppose thats why i feel so melancholy about the whole thing,emotion
13157,i was slicing a knife through a creamy cheesecake and i could imagine exactly how it would feel in my eager mouth,emotion
13158,i love the sweet grateful people we serve and speaking with our members and meeting them in person always makes me feel invigorated,emotion
13159,i feel like im being punished for wanting to make some money,emotion
13160,i feel so honored that my new blog is being noticed,emotion
13161,i wear it i feel super safe and calm,emotion
13162,i walked away feeling triumphant with my first purchase of new make up finally done,emotion
13163,i was annoyed this particular day as it seemad that the odds were not in my favour my grandfather added fuel to the fire,emotion
13164,i feel a bit triumphant about that,emotion
13165,i feel so guilty sometimes that he has to share me with the challenges life has thrown our way financially emotionally and most recently medically,emotion
13166,i do not feel disadvantaged because i believe that as long as there is humanity in the subjects there is a potential for communication and the sharing of ideas and a potential to find a common ground in language,emotion
13167,i feel honoured and very happy to become part of this wonderful team thanks to nadia,emotion
13168,i feel somewhat brave for posting this photo again,emotion
13169,i didn t feel all that trusting of anybody,emotion
13170,i tend to avoid the news because i often feel like it doesn t add value to my life and only makes me fearful anxious and slightly paranoid,emotion
13171,i feel foolish admitting how hard this hit me,emotion
13172,im feeling terribly impatient,emotion
13173,i begin to feel a dull ache in my left side,emotion
13174,im now wondering if that was supposed to be a metaphor for his feelings for neal im not convinced thats the case because he seemed pretty into her but who knows,emotion
13175,i was actually feeling very discouraged last week and then i bit the bullet and looked at this,emotion
13176,im feeling adventurous today getting excited about my upcoming vacation so i thought why not dress for my mood,emotion
13177,i like frappes and shit when im feeling naughty but i drink tea daily,emotion
13178,i know that when i eat horribly i feel horrible,emotion
13179,i feel listless bored useless,emotion
13180,i feel like all the unsuccessful endeavors in my friends lives are my fault,emotion
13181,i write now it feels like furious abandonment to embrace a cliche,emotion
13182,i cannot describe to you the feeling of frantic alarm that overtook me,emotion
13183,id gotten the feeling that her friend hated me deeply for whatever id done to her,emotion
13184,when i was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic,emotion
13185,i feel the wind blow and i feel the love and presence of the rest of my divine family a href http soulbitesblog,emotion
13186,i feel as if these words are petty so i am telling you now that my actions are going to speak louder than my words ever will be able to,emotion
13187,i am now feeling like i want to be the raider that i once was a vital and important part of a team of peers,emotion
13188,i even cry over you when you never once made me feel happy for a whole day,emotion
13189,i feel so fucking rebellious all the rules and its so regimented like if class starts at theyre taking roll at,emotion
13190,i last talked to her and now i feel all bouncy again i shall sleep well tonight methinks,emotion
13191,i feel helpless like i want to hurl over and just cave in to the sadness trying to devour me,emotion
13192,i don t feel frustrated anymore from the fierce us media campaign against egypt because the more they attack us the more we know that we are on the right track,emotion
13193,i feel like all of the artists i love the ones i find truly talented seem to have a unique style that you can recognize from a mile away,emotion
13194,i know you do but i m feeling impatient cause i asked you a question in mine and i m waiting for an answer,emotion
13195,i keep feeling so disgusted with myself,emotion
13196,i feel proud and dont regret going down the path that i went on,emotion
13197,i feel more than ever that the computers i pour code and art into are extensions of myself and thats pretty goddamned cool in my book but i am hopelessly romantic about creativity and prone to fits of stereotypical artist bullshit so grain of salt,emotion
13198,i feel like every day i walk around with so much stress and sadness that im literally amazed im still here that i still function that im still basically a friendly stable person,emotion
13199,i personally feel to confront violent death with absolute openness for example on video which is not something i have managed to do yet,emotion
13200,im feeling afraid,emotion
13201,i am feeling quite disorganised and distracted and i wish i could answer some of the questions i seem to be unable to block out or forget or answer with logical answers uuuugh,emotion
13202,i remember feeling nervous that i wasnt progressing so i was so thrilled,emotion
13203,i feel for you my beloved master time will tell you this is true,emotion
13204,i feel quite needy have not recourse amp u http cabeal,emotion
13205,id love to see this campaign go viral to help raise awareness and funds to support the hotline so more women and children can feel safe something most of us take for granted,emotion
13206,i must tell you i feel pretty stupid standing in my yard revving the motor letting it stop revving the motor and letting it stop times to get more inches of line,emotion
13207,i feel extremely alone and isolated but the thing is is that nothing could be further from the truth,emotion
13208,i must confess to fighting my way through reading the first half of the book and feeling much better going through the second half of the story,emotion
13209,i honestly never expected to feel so vulnerable,emotion
13210,i feel how totally utterly trusting and reliant on me you are i cant bear the idea of ever not being here,emotion
13211,i have reason to believe that my faith in trusting them has been betrayed by a lie or worse i start to doubt what my heart wants to feel this is where things get messy,emotion
13212,i didnt have to convince myself he was my soulmate and i feel very reluctant to use that word regarding him because my chemistry with him actually is unlike anything ive ever experienced,emotion
13213,im home and feeling a bit low,emotion
13214,i decided that i was feeling so horny that i would have to do something before i burst,emotion
13215,i looked her deeply in the eyes and expressed to her that i loved her so deeply and that what she perceived as anger was my frustration at feeling inadequate to take care of her,emotion
13216,i feel weird taking up time and making these sometimes terrible sounds that people have to hear,emotion
13217,i feel the near and lively presence of the well loved past,emotion
13218,i feel obnoxious for saying that,emotion
13219,i realized that i m feeling artistic in the extreme because the justice center has not been very kind to me lately,emotion
13220,i feel like i want to be very very rebellious until they regret of what they have done to their single daughter,emotion
13221,i express zooms on with all its faults and foibles and entertains non stop in a rather odd manner where you are left feeling rather inadequate that something is not fully right that something better could have been done with a little bit of application a little bit of better storytelling,emotion
13222,i feel fearful and then actually do that one thing it usually turns out to be a good thing,emotion
13223,i let every angry thought run through my head crying as i sat with those feelings and then i convinced myself to let them go,emotion
13224,i have a heart to serve to better their situation but in that moment i feel so helpless,emotion
13225,i feel grumpy to wake up so early,emotion
13226,i could feel the aching starting earlier in the day,emotion
13227,i was sitting in church this morning and looking around at the various people scattering the pews and wondering how many of them were feeling beaten down right at this moment,emotion
13228,im really praying and concentrating and im just inundated in thoughts that i feel should be devoted much time to,emotion
13229,i feel is determined by the thoughts i allow to dominate my thinking,emotion
13230,the day i received the key of my apartment and we could enter in it,emotion
13231,i feel an aching gap in my heart,emotion
13232,i needed to feel energetic and confident,emotion
13233,i feel unloved you are there to remind me you love me,emotion
13234,i was feeling that we had two too many as it was but oh well,emotion
13235,i feel like i find this graceful yet sharp peace within myself but then it seems to dissappear so quickly when that peace within the heart that feels like its breaking,emotion
13236,i feel like a tortured artist when i talk to her,emotion
13237,i feel like it wasnt that bad but i probably wouldnt have told you that in the moment,emotion
13238,i found myself feeling fairly ignored sort of taken for granted you know,emotion
13239,i love the way he talks sometimes i feel shy when i was inside him,emotion
13240,i had pocket qq and was feeling pretty confident lol,emotion
13241,i want to tell everyone exactly how im feeling but as soon as i start to i feel ten times more pathetic and stop talking,emotion
13242,im so excited for you to try my mineral makeup starter kit and feel more gorgeous more beautiful and more confident than youve ever felt before that im willing to give you such an incredible deal,emotion
13243,i feel like a selfish bitch for feeling this way when countless impoverished people are suffering surely a hundred folds more than i am,emotion
13244,i feel like no matter how much preparation i do i am doomed to be my usual traveler on the fly,emotion
13245,i feel like the rest of the season will continue to be successful like we were at freestone,emotion
13246,i just decided to put a closure on the irritant and avoid them altogether or make their presence feel equally unwelcome,emotion
13247,i never feel deprived and i most certainly never go hungry,emotion
13248,i finished our drinks and left and i came to feel more and more sympathetic and bad for this old man to the point where im still thinking about it hours later,emotion
13249,i can t shake the feeling of being fundamentally dissatisfied with my selection in the democratic primaries,emotion
13250,i do make myself feel kind of intelligent and inspired sometimes,emotion
13251,i wont discuss any further made me feel really restless,emotion
13252,i cannot feel my lips they are numb and burning,emotion
13253,i can get away these days with the gag line when i feel like being sarcastic that i feel sorry for anyone who wasn t fortunate enough to be born mexican,emotion
13254,i felt this coming on and i didn t do anything about it no it s the p docs fault because i mentioned feeling irritable at our last appointment and he didn t do anything about it,emotion
13255,i fight for him when i feel it is just he said and alexander s gaze seemed to turn curious,emotion
13256,i feel like affirmation however petty is what i really need,emotion
13257,im just gonna end here cause i feel stupid lying on my bed typing non stop for the past mins,emotion
13258,i feel wronged by you over and over,emotion
13259,i do feel irritated at times because he tried to hold me and stuff ill push away or not throw temper and shout at him,emotion
13260,i kind of feel more violent after having watched the non violence video,emotion
13261,im back to my un emo mood re reading that post makes me feel like im over reacting over something so petty,emotion
13262,i walk away from church feeling invigorated and ready to embrace the week,emotion
13263,i feel so incredibly blessed especially during the hectic exam period,emotion
13264,i do not need to shower a child with gifts to feel like i am caring,emotion
13265,i feel a pang every time i read an amazing canadian literary magazine for instance that id love to submit to only to see im on the do not enter list,emotion
13266,i think the biggest problem is that rather than turning something like this off people feel the need to become victimized by something that has nothing to do with them and blog about it in nd rate publications and that is being generous,emotion
13267,i have been feeling very empty and numb the past few months,emotion
13268,im really feeling very disheartened by it,emotion
13269,i recently lost lbs of the i gained over the past year and i feel fab,emotion
13270,i was starting to feel alarmed,emotion
13271,i had a feeling this little girl was going to arrive soon but i still felt very unsure of when it would actually happen,emotion
13272,i took a sip tonight and am feeling pleasantly mellow,emotion
13273,i feel blessed beyond belief to live in a day amp age when this treatment is available also to have a husband thats footing a very expensive medical bill,emotion
13274,i really do what i feel like doing about of the time they get mad,emotion
13275,i feel a change coming espa a hd target blank rel nofollow title google img src http sky sport,emotion
13276,id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,emotion
13277,id be feeling shaky too if id spent a week contemplating how id just pissed away my lifes work,emotion
13278,i feel a surge of adrenaline and excitement as i immediately recognize these two birds to be a gorgeous pair of marbled murrelets,emotion
13279,i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,emotion
13280,i think about how great everyone elses life is i feel that much more crappy about mine,emotion
13281,i feel like the saddest most pathetic piece of shit on this planet,emotion
13282,i forgive myself that i have accepted and allowed myself to express myself in such a way so that i could feel superior and more than others,emotion
13283,i feel greedy part comes in,emotion
13284,i am content i am restrained to myself which in turn makes me feel satisfied with the environment i am into myself and thats all i need,emotion
13285,i was feeling wronged and impotent,emotion
13286,i feel curious and bewildered,emotion
13287,i feel nostalgic a lot more than i felt after passing out of the school,emotion
13288,i know is that it s better for me as a teacher i feel the lesson is more pleasant that the language work is less artificial and it feels good that what i teach is closer to what they need instead of what someone else who is not even there thinks they need,emotion
13289,i think i want to go to an aa meeting just to hear the stories but it feels rude,emotion
13290,i didnt need that reminder plus her words made me feel as if she saw me as pathetic,emotion
13291,i email or try to communicate in any capacity even if it s to go tell me to go pound sand feeling respected and loved is something that doesn t happen a whole lot in my life right now,emotion
13292,i feel so idiotic all the sudden,emotion
13293,i laid on my bed and tried to hide my feelings when my sweet little girl crawled onto the bed laid on top of me and said gently mommy whats bothering you,emotion
13294,i feel so stupid because the first week of it fair wasnt even worth working for,emotion
13295,i am feeling really weepy today i am sure i will feel better tomorrow xxx,emotion
13296,i am feeling hesitant right now going in this alone but am trying to remain optimistic,emotion
13297,im thinking of locking myself in my house until i manage to get it all organized but i have a feeling i may become as cranky and isolated as this dear friend a href http,emotion
13298,i have a feeling im going to be seriously envious of whoever wins because i really want this one all to myself,emotion
13299,i feel like i have been beaten up and looking back on my week i can see why,emotion
13300,i am grateful to have a strong support system both internally and externally that i can rely on when i am feeling uncertain and weak,emotion
13301,i look at it and again i feel horrible,emotion
13302,i feel hopeless helpless and paralysed,emotion
13303,i was feeling regretful that i made contact with someone with whom i need to keep distance,emotion
13304,i feel like everyone who will be caring for zach in some way needs to be at least slightly educated in what is ok and what is not,emotion
13305,i appreciate the mix of modern hard rock and classic heavy metal on faithsedge s new album the answer of insanity i also feel the album lack of strong melodies,emotion
13306,i hate talking about presents because i feel greedy,emotion
13307,i must feel hatred for the innocent deaths of all those americans,emotion
13308,i was tempted at first to name one of the many projects that the archdiocese has underway that i feel very passionate about like the restoration of saint patrick s cathedral or the strategic plan for our excellent catholic schools,emotion
13309,i cant help but feel someones going to end up pissed at me,emotion
13310,i love it when i feel hot and beautiful and sexy,emotion
13311,i wear this when i m feeling playful and silly,emotion
13312,i am feeling very gorgeous and i dont have to go outside in the cold with a bald head or with a wig that i dont like all that much,emotion
13313,i know is that i personally feel like staying in bed sleeping hours of the day never working again in my life and maybe eventually taking up hot yoga or zumba or some lame housewife esque passion,emotion
13314,i still need to feel listened to even if iam idiotic and naive in relation,emotion
13315,i feel rather pathetic,emotion
13316,no description,emotion
13317,i doubt any of the stress and grief that i feel will be resolved,emotion
13318,i was feeling incredibly stressed out about not getting everything done not having the right clothes stuff like that,emotion
13319,im feeling abit uncertain now,emotion
13320,i always feeling strange internal feeling like continuous wailing of siren in my head and when nobody hears i couldnt help crying like a siren when no one heard,emotion
13321,i can t escape the feeling that i m being punished,emotion
13322,i feel weird a href http bondmusings,emotion
13323,im feeling particularly homesick for my parents or the rolling west virginia hills that most of the people i love are concentrated in hickory lenoir and morganton,emotion
13324,i feel for you you guys who been insulted ill treated lathi charged at the grounds,emotion
13325,i feel kinda dirty like i need to shower,emotion
13326,i do this week someone else does the other weeks soo yea that made me feel talented,emotion
13327,i feel a strange sense of foreboding,emotion
13328,i feel like there is a fragment sweet scent hang on my tongue it instantly disappear as if saying i was paranoid,emotion
13329,i also feel a strong sexual current flowing through me but it has no actual desire for release like the pillar of electric fire in the pillar,emotion
13330,i didn t see how my going in the army and maybe going to vietnam would achieve anything except a feeling that i had punished myself and gotten what i deserved,emotion
13331,i feel as if my husband s life is valued and the duty of care towards him is taken seriously,emotion
13332,i am feeling hostile enough that i even hate jim right now,emotion
13333,im like not even that relieved that its done because i know i could have done better so i feel kind of regretful about that,emotion
13334,i feel skeptical now,emotion
13335,i really do feel giggly,emotion
13336,i feel that the tazi sofa strives to be elegant yet funky without compromising on individuality,emotion
13337,i asked her why she thought of us after having no contact for years she simply said i have been having a feeling to find a little boy for you family and i just know this little guy is perfect for you,emotion
13338,i am empowered i feel superior,emotion
13339,i most want to do better think harder feel more and be more tender,emotion
13340,i did feel guilty about saying no to something she really wanted,emotion
13341,i feel very very virtuous,emotion
13342,i express my true feelings about such a wonderful experience,emotion
13343,i can say that i feel content,emotion
13344,before an exam which i,emotion
13345,when i knew about my first job,emotion
13346,i noted that the instructions suggested youd need people so i was feeling pretty smug that id managed it alone,emotion
13347,i know i should be excited about going away for a few days but instead i feel nothing and that makes me feel like an ungrateful horrible person,emotion
13348,i devised myself rather than had suggested to me the flower distribution and im esp pleased as i bought the flowers when i didnt have my bank card it feels much harder to be generous when having to be especially careful with money and im now wondering if that was the lesson of losing it,emotion
13349,i have friends and family back home that can help me when i m feeling homesick because i m sure i will be,emotion
13350,ive been feeling a bit remorseful about our decision kicking myself that i was too cheap for my own good,emotion
13351,i wonder if this is just my bias from the fact that im doing a bible themed anthology and i feel like my intelligence is being insulted,emotion
13352,i begin to write back to god expressing to him my thoughts and feelings my fears my desires during those times are when i feel my soul being content,emotion
13353,i can t begin to express the feelings this doomed romantic vision stirred in me the seeds which grew through a lifetime,emotion
13354,im currently struggling with feeling offended at my drs office worried about my body and what the heck is wrong very seriously contemplating getting my tubes tied and then the normal everyday things that occupy our minds at any given time,emotion
13355,i will be able to let that passion out but at present these little paintings help me feel reassured not to let my dreams or creativity die a href https lh,emotion
13356,i feel like an idiotic herd mentality mindless follower when i m walking down the street with a large group of people,emotion
13357,i remember feeling such a joyful feeling when i was there,emotion
13358,im writing this blog post and feeling totally amazed at this wonderful life we lead,emotion
13359,i feel like i now have a cohort of people to whom to turn when i have questions about what i am doing as i move into supporting my institution s public health program,emotion
13360,i am feeling fairly uncertain about most things right this moment,emotion
13361,i feel very regretful i wasn t able to finish what i set out to do data url http www,emotion
13362,i am feeling intimidated by all that work,emotion
13363,i like doing leaving me feel inadaquate under valued and under appreciated,emotion
13364,i think i confuse my feelings of longing with feeling good,emotion
13365,i get the feeling that people have died it s bothered me so much that in the past i ve cried my hair must look perfect whatever the weather all of this anxiety brings me to the end of my tether,emotion
13366,i feel giggly,emotion
13367,i love female vocalists though admit to feeling slightly embarassed of the femininely romantic theme of this piece,emotion
13368,i feel safer with people who put themselves out there because to me thats just friendly,emotion
13369,i feel taller leaner and more graceful,emotion
13370,i am and i feel respected and safe with them,emotion
13371,i just feel like being sarcastic and mean and all because history paper is overrrrrrrrrrrr,emotion
13372,i lapped it up getting applications from each of the sachets gave me enough of feel of it to decide that i really liked the product and then this little ml tube of another rose night cream came along and again ive been lapping it up and loving it,emotion
13373,i feel rotten and my frustration manifests as annoyance and anger but yet they still keep on helping,emotion
13374,i feel really vulnerable with him i tell him too much im too honest and i hate it,emotion
13375,i can brandish this article at anyone who makes fun of me for staying in bed too late or whenever i feel tragic for staying up until,emotion
