,text,subject,intent_ovr
17321,"Turkey to close air space to Northern Iraq, work with Baghdad on border",worldnews,facts
17322,Italy presents low-key budget ahead of 2018 elections,worldnews,facts
17323,Death toll in collision between Tunisian navy and migrant boat reaches 34,worldnews,facts
17324,Britain and France to work to enforce Iran nuclear deal: UK PM May's office,worldnews,facts
17325,Two Turkish soldiers killed in northern Iraq: military statement,worldnews,facts
17326,Significant gaps remain in bid to restore Northern Irish power-sharing: UK PM May's office,worldnews,facts
17327,UK concerned by implications of U.S. decision on Iran deal: minister,worldnews,facts
17328,UK PM May heads to Brussels expecting 'constructive' meeting: spokesman,worldnews,facts
17329,"EU maintains summit gesture to May, with conditions",worldnews,facts
17330,EU imposes oil embargo on North Korea in symbolic gesture,worldnews,facts
17331,Turkish cabinet agrees to close air space to Northern Iraq,worldnews,facts
17332,Scotland sees progress in Brexit talks with London but still objects to bill,worldnews,facts
17333,Germany's Merkel suffers state vote setback as coalition talks loom,worldnews,facts
17334,Merkel says not weakened in coalition talks by state-level defeat,worldnews,facts
17335,Death toll from Somalia bomb attacks tops 300,worldnews,facts
17336,Spain state prosecutor asks for custody for Catalan police chief: High Court,worldnews,facts
17337,Militants kill five in attack in Egypt's Sinai: interior ministry,worldnews,facts
17338,Chance of 'no deal' Brexit rises to 1-in-4: JPMorgan,worldnews,facts
17339,Iraqi forces remove Kurdish flag from Kirkuk governorate building: residents,worldnews,facts
17340,"Turkey detained more than 1,200 people in last week",worldnews,facts
17341,Spanish prosecutor asks for Catalan police chief to be held in custody,worldnews,facts
17342,North Korea rejects direct talks with South Korea in Russia: RIA,worldnews,facts
17343,Iraqi forces to regain Kurdish oilfields to restart production: Iraq oil minister,worldnews,facts
17344,Police fire tear gas to halt opposition protests in two Kenyan cities,worldnews,facts
17345,Iraqi forces take control of Kirkuk governorate building unopposed: security sources,worldnews,facts
17346,Iran's Larijani says Tehran has a plan if U.S. withdraws from nuclear pact: Ifax,worldnews,facts
17347,At least 33 people died in police crackdown in Nairobi -rights groups,worldnews,facts
17348,Vietnam braces for typhoon Khanun after floods kill 72,worldnews,facts
17349,"Thousands of new Rohingya refugees flee violence, hunger in Myanmar for Bangladesh",worldnews,facts
17350,Catalan government will not respond to Madrid's order on Thursday: TV3,worldnews,facts
17351,"Iraq's Kurdistan shuts 350,000 bpd of oil output due to security: sources",worldnews,facts
17352,Czech ANO party dips but keeps commanding lead before vote: poll,worldnews,facts
17353,Field commander in U.S.-backed SDF expects Raqqa fight to end Monday,worldnews,facts
17354,"Trump to visit Asia Nov. 3-14, focus on North Korea, alliances",worldnews,facts
17355,"Vote-buying, counting glitches marred Kyrgyzstan vote: observers",worldnews,facts
17356,Merkel: State defeat hasn't weakened us before coalition talks,worldnews,facts
17357,Pope implicitly criticizes U.S. for leaving Paris climate accord,worldnews,facts
17358,Iraq warns Kurdistan not to shut down Kirkuk oil flows,worldnews,facts
17359,U.S.-led anti-Islamic State coalition says Iraqi-Kurdish clash in Kirkuk is misunderstanding,worldnews,facts
17360,Explosion in southeast Turkey kills two soldiers: CNN Turk,worldnews,facts
17361,Bill Clinton called to break Northern Ireland political impasse: source,worldnews,facts
17362,Woman dies in Ireland as a result of Storm Ophelia: RTE,worldnews,facts
17363,"In New Hampshire, Indonesian Christians caught in Trump immigration crackdown",worldnews,facts
17364,"On TV, France's Macron looks to style, viewers question substance",worldnews,facts
17365,Iraqi Kurds say Baghdad will pay heavy price for assault,worldnews,facts
17366,Merkel: Strong result for Austria's FPO 'big challenge' for other parties,worldnews,facts
17367,Jakarta governor sworn in amid calls from hardliners for 'Islamic lifestyle',worldnews,facts
17368,Newsmaker: Malaysian teacher seen as new 'emir' of pro-Islamic State militants,worldnews,facts
17369,China's precedent-breaking Xi Jinping gets set to bolster his power,worldnews,facts
17370,"'Mad dog' anti-Trump leaflets, suspected floated in from North Korea, turn up in Seoul",worldnews,facts
17371,EU congratulates Austria's Kurz but uneasy about possible ruling partner,worldnews,facts
17372,At least 20 killed in Portugal wildfires,worldnews,facts
17373,Bengaluru building collapse kills at least five: officials,worldnews,facts
17374,Pakistan deports Turkish school network's former director and family,worldnews,facts
17375,Philippine survey shows big support for Duterte's drugs war,worldnews,facts
17376,EU foreign policy chief expects strong EU backing for Iran deal,worldnews,facts
17377,Islamic State claims two rockets fired from Sinai into Israel,worldnews,facts
17378,Iraqi forces capture North Oil Co. from Kurdish forces; no disruption to oil production,worldnews,facts
17379,Turkey ready to cooperate with Iraq against Kurdish militants: foreign ministry,worldnews,facts
17380,Beijing proudly unveils mega-airport due to open in 2019,worldnews,facts
17381,Trump hostility set to deepen Iran power struggles,worldnews,facts
17382,Catalan leader must drop independence by Thursday: Spain deputy PM,worldnews,facts
17383,Thai hotels booked up ahead of funeral of revered king,worldnews,facts
17384,Russia condemns North Korea nuclear tests: agencies,worldnews,facts
17385,Germany's Gabriel warns of military escalation over Iran deal,worldnews,facts
17386,Philippines vows to crush pro-Islamic State groups after two leaders killed,worldnews,facts
17387,Presidential vote runner-up in Kyrgyzstan concedes defeat,worldnews,facts
17388,"Kyrgyzstan vote count problems ""significant"": OSCE-led observers",worldnews,facts
17389,Bombs kill Pakistani soldiers hunting U.S.-Canadian family's kidnappers,worldnews,facts
17390,Spanish government says Catalan response not valid: media,worldnews,facts
17391,Philippine military chief says 'matter of days' before Marawi liberated,worldnews,facts
17392,"Indonesia considers ban on ""destructive"" LGBT-related TV content",worldnews,facts
17393,New Zealand likely to announce new government by end of week,worldnews,facts
17394,Iraq says captures positions south of Kirkuk from Kurdish forces,worldnews,facts
17395,Top international lawyers say Hong Kong rule of law under threat,worldnews,facts
17396,South Korea police seek arrest warrant for Hanjin Group chief,worldnews,facts
17397,Cambodia's parliament votes for party law changes as opposition future in limbo,worldnews,facts
17398,"Opposition challenges Venezuelan socialists' vote win, urges protests",worldnews,facts
17399,Japan ruling bloc heads for big election win despite voter distaste for PM Abe: poll,worldnews,facts
17400,Pro-Islamic State leaders killed by Philippine troops: defense minister,worldnews,facts
17401,U.S. State Department says 'very concerned' about reports of Kirkuk confrontation,worldnews,facts
17402,Venezuela opposition says 'suspicious' vote results coming,worldnews,facts
17403,"NATO ships hold missile defense drill near Scotland, Pentagon says",worldnews,facts
17404,Macedonia's pro-Western Social Democrats claim victory in local elections,worldnews,facts
17405,Final assault starts on Syria's Raqqa as some Islamic State fighters quit,worldnews,facts
17406,U.S. officials try to ease concerns Trump may quit Iran deal,worldnews,facts
17407,"Macron urges the French to value success, rejects 'president of rich' tag",worldnews,facts
17408,Deadline nears for Catalan leader to clarify independence stance,worldnews,facts
17409,Ex-soccer star Weah headed for presidential run-off in Liberia,worldnews,facts
17410,"400,000 children still displaced from Mosul fighting: Save the Children",worldnews,facts
17411,Bodies of ambushed travelers found in eastern Congo: chief,worldnews,facts
17412,"24 militants, six soldiers killed in attacks in Egypt's Sinai, military says",worldnews,facts
17413,Austria's conservatives show few qualms about teaming up with far right,worldnews,facts
17414,UK finance minister's future questioned by PM May's allies as budget nears,worldnews,facts
17415,UK PM May to travel to Brussels for meetings with EU's Barnier and Juncker,worldnews,facts
17416,"Afghan Taliban deny former hostage's claims of murder, rape",worldnews,facts
17417,"Kenyan opposition leader Odinga, who withdrew from vote re-run, calls for protests",worldnews,facts
17418,Austrian conservative leader sees many options on coalitions,worldnews,facts
17419,"Drone hits commercial airliner in Canada, no injuries",worldnews,facts
17420,Kurds block Iraqi forces' access to Kirkuk oil fields; Iran shuts border crossings,worldnews,facts
17421,Death toll from blasts in Somalia's capital Mogadishu tops 200,worldnews,facts
17422,Death toll from blasts in Somalia's capital Mogadishu tops 200,worldnews,facts
17423,U.S. diplomacy with North Korea to continue until 'first bomb drops': Tillerson,worldnews,facts
17424,Outgoing leader's protege set to win Kyrgyz presidential election,worldnews,facts
17425,North Korea not ready to meet with South Korea in Russia: agencies,worldnews,facts
17426,"Pope canonizes first New World martyrs, calls Amazon synod for 2019",worldnews,facts
17427,"Canadian says child killed, U.S. wife raped during Afghan kidnapping",worldnews,facts
17428,Young conservative Kurz on track to be Austrian leader: vote projections,worldnews,facts
17429,What Austria's election says about Europe's political landscape,worldnews,facts
17430,Iraq says Iran has shut border with Kurdistan,worldnews,facts
17431,Iraq says Kurds have brought in PKK fighters in 'declaration of war',worldnews,facts
17432,Hundreds march in Sydney for asylum seekers ahead of PNG camp closure,worldnews,facts
17433,FACTBOX - German coalition watch: Agreeing on lowest common denominator not enough - Greens,worldnews,facts
17434,"Kurdish leaders reject Baghdad demand to cancel independence vote, renew dialogue offer",worldnews,facts
17435,Germany's Social Democrats beat Merkel's conservatives in state vote,worldnews,facts
17436,"Turkey determined to maintain EU accession process, government says",worldnews,facts
17437,"Britain, Germany committed to Iran nuclear deal: May's office",worldnews,facts
17438,Syria condemns Trump stance on Iran deal,worldnews,facts
17439,South Korea parliament chief tells North Korea to resume missile talks: Ifax,worldnews,facts
17440,U.S.-backed SDF launch final assault in Syria's Raqqa city,worldnews,facts
17441,"Factbox - Battle for Raqqa, Islamic State's Syrian HQ near end",worldnews,facts
17442,Catalan leader calls for calm ahead of Madrid deadline,worldnews,facts
17443,Hillary Clinton warns Britain on potential trade deal with Trump,worldnews,facts
17444,Factbox: Raqqa - Battle for Islamic State's Syrian HQ near end,worldnews,facts
17445,Transport minister doesn't think Britain will leave EU without a deal,worldnews,facts
17446,Syrian town struggles to cope alone after key victory over Islamic State,worldnews,facts
17447,Raqqa evacuation included some foreign fighters: local official,worldnews,facts
17448,"French army charter plane crashes in Ivory Coast, four Moldovans killed",worldnews,facts
17449,Iran's Soleimani arrives in Kurdish region for talks about crisis with Baghdad,worldnews,facts
17450,Tears and joy on Britain’s St. Helena as 'world's most useless airport' finally opens,worldnews,facts
17451,Turkish army expands deployment in Syria's northwest: rebels,worldnews,facts
17452,Hundreds of U.S. Marines leave Australia after troop rotation,worldnews,facts
17453,China expels former justice minister from party for graft,worldnews,facts
17454,Cambodia's political prince submits to its strongman,worldnews,facts
17455,"China confirms will amend party constitution, likely to include Xi's theories",worldnews,facts
17456,Factbox: What to watch for at China's Communist Party Congress,worldnews,facts
17457,Car bombs kill at least 22 in Somalia's capital Mogadishu: police,worldnews,facts
17458,U.S.-backed SDF to let Syrian Islamic State fighters leave Raqqa,worldnews,facts
17459,Kurds say reject Iraqi warning to withdraw from key junction south of Kirkuk,worldnews,facts
17460,Germany's FDP does not expect coalition to form before Christmas,worldnews,facts
17461,"Factbox: German coalition watch - Let's not be perfectionists in coalition talks, says Merkel ally",worldnews,facts
17462,Expelled refugee student kills seven in Kenyan school,worldnews,facts
17463,"Iranians fear economic hardship, but united against Trump",worldnews,facts
17464,U.S.-led coalition says 100 IS fighters in Raqqa surrendered in last 24 hours:  spokesman,worldnews,facts
17465,Islamic State loses al-Mayadeen in eastern Syria: military source,worldnews,facts
17466,Convoy to leave Syria's Raqqa city on Saturday: U.S.-led coalition,worldnews,facts
17467,Raqqa tribal chiefs say SDF agrees to let Syrian IS fighters leave city: statement,worldnews,facts
17468,Trump strikes blow at Iran nuclear deal in major U.S. policy shift,worldnews,facts
17469,"Danger of war, Germany warns after Trump's move on Iran nuclear deal",worldnews,facts
17470,Soccer star Weah and VP Boakai near Liberia presidential run-off,worldnews,facts
17471,Kenya police shoot dead two during opposition protest: commissioner,worldnews,facts
17472,Rescued Canadian-U.S. couple reunited with family; receiving medical attention,worldnews,facts
17473,Wild elephants trample to death four Rohingya refugees in Bangladesh,worldnews,facts
17474,"Syria demands pullout of Turkish troops from country, says it is a ""flagrant aggression""",worldnews,facts
17475,"Southern Yemen leader sees independence referendum, parliament body",worldnews,facts
17476,Thousands rally in Malaysia to oust premier Najib,worldnews,facts
17477,Moroccan police break up Islamic State cell planning attacks: ministry,worldnews,facts
17478,Ex president of Vatican hospital convicted of abuse of office,worldnews,facts
17479,Israeli minister says was misunderstood on war remarks with Iran,worldnews,facts
17480,German minister upsets fellow conservatives over Muslim holidays,worldnews,facts
17481,"Russian Senate head to discuss nuclear program with North, South Korea",worldnews,facts
17482,Yemen's ex-president Saleh stable after Russian medics operate,worldnews,facts
17483,Talks seek to secure Islamic State withdrawal from Raqqa-local official,worldnews,facts
17484,Spain to take control of Catalonia if gets ambiguous reply on independence,worldnews,facts
17485,Four Moldovans killed in Ivory Coast plane crash: security minister,worldnews,facts
17486,Turkey orders detention of 100 former police officers in post-coup probe: Anadolu,worldnews,facts
17487,"Pakistan's hostage rescue hailed, but tensions with U.S. remain",worldnews,facts
17488,Pakistan official details car chase that freed kidnapped U.S.-Canadian family,worldnews,facts
17489,"Macron, cast as out of touch, says ""not aloof""",worldnews,facts
17490,Cyprus president to seek second five-year term in Jan '18 vote,worldnews,facts
17491,South Africa's ANC needs to put an end to scandals: official,worldnews,facts
17492,Iran was behind cyber attack on British lawmakers in June: The Times,worldnews,facts
17493,Turkey arrests four people over explosion at Tupras refinery: Anadolu,worldnews,facts
17494,Etihad flight from Abu Dhabi makes emergency landing in Australia,worldnews,facts
17495,"Myanmar army opens probe amid reports of killings, abuse of Rohingya Muslims",worldnews,facts
17496,"Magnitude 5.4 quake rumbles southern Mexico, no reports of damage",worldnews,facts
17497,Japan vows no more deaths from overwork while building Olympic arena,worldnews,facts
17498,Advocates for Americans held in Iran worried by Trump's hard line,worldnews,facts
17499,Factbox: Some Trump assertions on Iran questioned by experts,worldnews,facts
17500,Soccer star and VP maintain early leads in Liberia election,worldnews,facts
17501,"Pentagon identifying new areas to pressure Iran, reviewing plans",worldnews,facts
17502,"Iraq's Kurds beef up, move back defense line around oil-rich Kirkuk",worldnews,facts
17503,Brazil Supreme Court blocks extradition of Italian leftist ex-guerilla Battisti,worldnews,facts
17504,"Despite deaths, German military eyes recruitment bump from new reality show",worldnews,facts
17505,Canada's Trudeau calls treatment of women in Mexico 'unacceptable',worldnews,facts
17506,WHO says attack on Syria vaccine store leaves children at risk,worldnews,facts
17507,Rouhani says Iran will stay in nuclear deal only if it serves interests: TV,worldnews,facts
17508,Mattis says U.S. working to ensure situation around Kirkuk does not escalate,worldnews,facts
17509,Bid to 'fix' Iran nuclear deal faces uphill climb in U.S. Congress,worldnews,facts
17510,"Iran, EU and Russia defend nuclear deal after Trump threat",worldnews,facts
17511,Russia questions future of Syria chemical weapons inquiry,worldnews,facts
17512,"EU plans Brexit summit gesture, May hints on cash",worldnews,facts
17513,U.S.'s Mattis says eyeing provocative Iran actions after Trump speech,worldnews,facts
17514,UAE says fully supports new U.S. policy against Iran,worldnews,facts
17515,U.N. nuclear watchdog reiterates Iran subject to world's toughest controls,worldnews,facts
17516,Peru opposition-ruled Congress approves Kuczynski's new cabinet,worldnews,facts
17517,Macron assures Iran's Rouhani of France's commitment to nuclear deal,worldnews,facts
17518,"Wall Street raises targets on Netflix, citing price increases",worldnews,facts
17519,Russia says Trump's 'aggressive' stance on Iran doomed to fail,worldnews,facts
17520,A picture and its story: tear gas in Nairobi,worldnews,facts
17521,Investigative journalist attacked in Kosovo,worldnews,facts
17522,Russia summons U.S. envoy over missing consular flags,worldnews,facts
17523,Russia says Trump stance on Iran deal 'extremely troubling': RIA,worldnews,facts
17524,Trump says he can end Iran deal if no action to fix it soon,worldnews,facts
17525,UNESCO selects France's Azoulay as new chief,worldnews,facts
17526,"Austrian Social Democrat poll suggests late boost: source, newspaper",worldnews,facts
17527,U.S. House Republican McCarthy wants to fix Iran nuclear deal,worldnews,facts
17528,"Netanyahu lauds Trump's Iran turn, sees chance to change nuclear deal",worldnews,facts
17529,EU's top diplomat defends Iran deal after Trump speech,worldnews,facts
17530,Saudi Arabia welcomes new U.S. strategy toward Iran,worldnews,facts
17531,Islamic State attacks kill at least 50 in east Syria: Kurdish Red Crescent,worldnews,facts
17532,Israeli minister says Trump speech may start war with Iran,worldnews,facts
17533,"Saudi Arabia welcomes Hamas, Fatah reconciliation deal",worldnews,facts
17534,Factbox: U.S. congressional leaders on Iran nuclear deal,worldnews,facts
17535,Trump says he has decided to decertify Iran nuclear deal,worldnews,facts
17536,UK's Johnson to visit Moscow this year to discuss security,worldnews,facts
17537,Activists urge Apple to drop apps that play up Philippine drugs war,worldnews,facts
17538,Closely fought election to test Kyrgyzstan's fragile stability,worldnews,facts
17539,"Allies press Catalan leader to declare full independence, ignore Madrid deadlines",worldnews,facts
17540,"UK's Hammond urges party to unite on Brexit, says EU is 'the enemy'",worldnews,facts
17541,Catalonia's independence leader wages his own battle for unity,worldnews,facts
17542,Nigeria jails 45 Boko Haram suspects in mass trial held in secret,worldnews,facts
17543,Armed attack kills at least six soldiers in Egypt's Sinai,worldnews,facts
17544,"Facebook will help investigators release Russia ads, Sandberg tells Axios",worldnews,facts
17545,"U.S. Congress tangles with Facebook, other social media firms over Russia probe",worldnews,facts
17546,"Too little cash, too much politics, leaves UNESCO fighting for life",worldnews,facts
17547,Russia regrets Israeli pullout from UNESCO,worldnews,facts
17548,Myanmar’s Suu Kyi sets out aid plan to end Rohingya crisis,worldnews,facts
17549,South African Supreme Court upholds reinstating 783 corruption charges against Zuma,worldnews,facts
17550,Kenya police shoot dead two during opposition protest: commissioner,worldnews,facts
17551,Venezuela ex-prosecutor gives U.S. evidence on Maduro officials,worldnews,facts
17552,Syrian fighter pilot on trial for espionage in Turkey returns to Syria,worldnews,facts
17553,Trump strikes blow at Iran nuclear deal in major U.S. policy shift,worldnews,facts
17554,Iran says will respond strongly to any action against its military forces: TV,worldnews,facts
17555,Mother of Rwandan president's challenger tells court of torture,worldnews,facts
17556,"U.S. to maintain Cuba, Venezuela sanctions until freedoms restored: Trump",worldnews,facts
17557,Israel buoyed by Trump tack against Iran atom deal but sees long way to go,worldnews,facts
17558,Kenya's Odinga says October poll would be illegal,worldnews,facts
17559,Kurd forces move back defense line around Kirkuk in disengagement effort,worldnews,facts
17560,"U.N. condemns anti-gay crackdowns in Egypt, Azerbaijan, Indonesia",worldnews,facts
17561,Austrian election tests conservative star stealing far right's thunder,worldnews,facts
17562,Factbox: Austrian parties' red lines and preferences on coalitions,worldnews,facts
17563,Key figures in future Austrian coalition talks,worldnews,facts
17564,Factbox: Policies of Austria's main parties in Sunday's election,worldnews,facts
17565,"Border checks to stay in Europe weary of attacks, migration",worldnews,facts
17566,EU force helps Bosnian agencies fight terrorists in NATO-backed drill,worldnews,facts
17567,Juncker says Catalan split would lead to splintering EU,worldnews,facts
17568,Senior Quds force commander says Trump's threats against Iran will damage U.S.: report,worldnews,facts
17569,Norway plans to send armored unit close to Russian border,worldnews,facts
17570,Over 500 Anglophones arrested in Cameroon after demonstrations: Amnesty,worldnews,facts
17571,Kenya police shoot dead 2 protesters amid opposition demonstrations,worldnews,facts
17572,EU to ban business ties with Pyongyang over nuclear tests,worldnews,facts
17573,Kremlin raps U.S.A for not issuing visas to U.N.-bound officials,worldnews,facts
17574,Three skydivers die after suspected mid-air collision in Australia,worldnews,facts
17575,Turkish forces set up positions in Syria's Idlib,worldnews,facts
17576,Xi propaganda kicks into overdrive ahead of China Communist Party congress,worldnews,facts
17577,Spain 2018 economic growth forecast at risk due to Catalonia: deputy PM,worldnews,facts
17578,Russia's Lavrov to Iran's Zarif: Moscow committed to Iran nuclear deal,worldnews,facts
17579,Kremlin sees 'extremely negative' consequences if U.S. quits Iran nuclear deal,worldnews,facts
17580,Teenager to stand trial in March over London bomb attack,worldnews,facts
17581,Joy mixed with caution in Gaza after Palestinian unity deal,worldnews,facts
17582,"'They have to pay', EU's Juncker says of Britain",worldnews,facts
17583,'Time is running out:' Germany urges UK to move in Brexit talks,worldnews,facts
17584,Iran parliament speaker: nuclear deal will collapse if U.S. quits - agencies,worldnews,facts
17585,UK PM May could have more to say on Brexit money at EU summit: spokeswoman,worldnews,facts
17586,"English language exit talk was only banter, says EU's Juncker",worldnews,facts
17587,Arrested U.S. consulate worker in Turkey meets lawyer,worldnews,facts
17588,Taiwan seeks to build soft power with retooled southbound policy,worldnews,facts
17589,Pakistani-American faces extradition hearing on NYC attack plot,worldnews,facts
17590,Death toll from worst Vietnam floods in years rises to 54,worldnews,facts
17591,"China banking regulator, Hubei chief front runners to head central bank: sources",worldnews,facts
17592,Germany seeks to maintain unity if U.S. decertifies Iran nuclear deal,worldnews,facts
17593,Hong Kong leader can't rule out barring even former governor Patten as China flexes muscles,worldnews,facts
17594,South African Supreme Court upholds reinstating 783 corruption charges against Zuma,worldnews,facts
17595,Juncker says does not want Catalan independence,worldnews,facts
17596,New poll shows Philippine president still hugely popular,worldnews,facts
17597,China's most-wanted fugitive jailed for eight years for graft,worldnews,facts
17598,"Former friend Malaysia halts all imports from North Korea, data shows",worldnews,facts
17599,"Russia, Saudi Arabia close to sign S-400 missile deal: Ifax cites Putin aide",worldnews,facts
17600,Turkey issues detention warrants for 115 people in post-coup probe: Anadolu,worldnews,facts
17601,"Philippine anti-narcotics chief warns of drugs war slowdown, police target assassins",worldnews,facts
17602,Turkey's Erdogan says no problem with Russian S-400 purchases: Haberturk,worldnews,facts
17603,"India eyes airport in Sri Lanka, near Chinese Belt and Road outpost",worldnews,facts
17604,Thai monks receive alms to mark a year since death of King Bhumibol,worldnews,facts
17605,"Kidnapped U.S.-Canadian couple, three children freed in Pakistan",worldnews,facts
17606,Latest North Korea earthquake a sign of instability at nuclear test site-experts,worldnews,facts
17607,New Zealand kingmaker party to hold key board meeting on Monday,worldnews,facts
17608,How a homemade tool helped North Korea's missile program,worldnews,facts
17609,"Trump lays out new Iran strategy Friday, complicating European ties",worldnews,facts
17610,"Coca, trafficking greatest threats to Colombia peace: official",worldnews,facts
17611,First Turkish military convoy enters Syria's Idlib,worldnews,facts
17612,Russia's Lavrov to Tillerson: Moscow readies lawsuits over seized property,worldnews,facts
17613,Romania's ruling party endorses government reshuffle plan,worldnews,facts
17614,EU to offer May hope of post-Brexit talks at summit: draft text,worldnews,facts
17615,Mattis hopeful freeing of hostages in Pakistan to boost cooperation,worldnews,facts
17616,"'Disastrous' conditions for migrants displaced by Libya clashes, official says",worldnews,facts
17617,"UAE terminates North Korean diplomatic mission, ends visas",worldnews,facts
17618,Trump's Iran plans driving EU toward Russia and China: Germany,worldnews,facts
17619,"Italy lower house passes new electoral law, moves on to Senate",worldnews,facts
17620,Former leader of Germany's far-right kicks off new 'Blue Party',worldnews,facts
17621,Soccer star Weah leads most counties in Liberia presidential election vote,worldnews,facts
17622,Soccer star Weah leads most counties in Liberia presidential election vote,worldnews,facts
17623,Russia accuses U.S. of denying entry to senior military official,worldnews,facts
17624,Freeing of hostages in Pakistan a 'positive sign': U.S. general,worldnews,facts
17625,"Brexit talks deadlock on cash, Barnier eyes move by December",worldnews,facts
17626,"In Brexit poker, clock narrows transition options",worldnews,facts
17627,EU to launch internal Brexit transition work: draft,worldnews,facts
17628,Iraq refuses talks with Kurds unless they commit to unity,worldnews,facts
17629,"Turkey to close border gates with Northern Iraq in coordination with Baghdad, Tehran: Erdogan spox",worldnews,facts
17630,Spaniards use national holiday to show unity amid Catalan crisis,worldnews,facts
17631,China offers support to Spanish government amid Catalonia crisis,worldnews,facts
17632,Cuba could stop 'attacks' against Americans: White House,worldnews,facts
17633,FDP's push to invite Putin to G7 sows discord within possible German coalition,worldnews,facts
17634,"U.S., Israel quit U.N. heritage agency citing bias",worldnews,facts
17635,"Britain still committed to UNESCO, PM May's spokesman says",worldnews,facts
17636,"Russia regrets U.S. withdrawal from UNESCO, says important projects may suffer",worldnews,facts
17637,Hyatt Hotels discovers card data breach at 41 properties,worldnews,facts
17638,"Tillerson consulted Britain, China, France, Russia on Iran",worldnews,facts
17639,"As tricky coalition talks loom, Merkel hopes for regional poll boost",worldnews,facts
17640,Factbox: Italy's new electoral law offers a mix of systems,worldnews,facts
17641,Families fleeing Syria's Raqqa say air strikes bring heavy toll,worldnews,facts
17642,"Italy lower house passes new electoral law, moves on to Senate",worldnews,facts
17643,Chad withdraws troops from fight against Boko Haram in Niger,worldnews,facts
17644,"Palestinian rivals Fatah, Hamas sign reconciliation accord",worldnews,facts
17645,U.S. believes current North Korea nuclear threat is manageable: White House,worldnews,facts
17646,U.S. general says concerned about Iran's long-term activities in region,worldnews,facts
17647,Germany's Schaeuble says soft Brexit best way to minimize damage,worldnews,facts
17648,Iraqi govt says Kurds must back country's 'unity' before talks,worldnews,facts
17649,U.S. and Britain begin dialogue on post-Brexit farm deal,worldnews,facts
17650,"Myanmar army chief says Rohingya Muslims 'not natives,' numbers fleeing exaggerated",worldnews,facts
17651,"Somalia's top military chiefs resign, no reason given",worldnews,facts
17652,Philippines' Duterte hopes drugs war shift will satisfy 'bleeding hearts',worldnews,facts
17653,Zimbabwe ruling party plans vote to strengthen Mugabe's hand,worldnews,facts
17654,"Germany extends passport controls on Austrian border, flights from Greece",worldnews,facts
17655,Chile welcomes more than 60 Syrian refugees,worldnews,facts
17656,British jihadi 'White Widow' killed by U.S. drone: Sun report,worldnews,facts
17657,Britain declines to comment on reported death of 'white widow' jihadist,worldnews,facts
17658,Britain's Boris Johnson tells EU: put a tiger in the tank of Brexit talks,worldnews,facts
17659,Trump says he believes Pakistan starting to respect U.S. again,worldnews,facts
17660,Britain hopeful of 'good news' on Northern Ireland crisis: minister,worldnews,facts
17661,Kaspersky works with Interpol; Kremlin dismisses claims against firm,worldnews,facts
17662,"In schools and hospitals, Turkey carves north Syria role",worldnews,facts
17663,A rare look inside the 'heart of society' for Iraq's Shi'ites,worldnews,facts
17664,"Facebook will help investigators release Russia ads, Sandberg tells Axios",worldnews,facts
17665,Most French think Macron's tax policies favor the rich: poll,worldnews,facts
17666,Palestinian accord must abide by international accords: Israeli official,worldnews,facts
17667,Erdogan says U.S. sacrificing strategic ally Turkey,worldnews,facts
17668,"Trump praises release of U.S.-Canadian family, says 'positive' for U.S.-Pakistan relations",worldnews,facts
17669,"With French down on strikes, Macron reforms get easier ride",worldnews,facts
17670,U.S. to withdraw from U.N.'s cultural agency in December,worldnews,facts
17671,Crowds hurl abuse at South African cannibalism suspects,worldnews,facts
17672,Bulgarians use 'speed dating' to get know migrants,worldnews,facts
17673,Merkel: We'll conduct Brexit talks to minimize damage to Germany,worldnews,facts
17674,Migrant deaths in the Sahara likely twice Mediterranean toll: U.N.,worldnews,facts
17675,Kenya bans city-center protests as vote tension mounts,worldnews,facts
17676,"No visas, bad jobs: Venezuelan emigrants reluctantly return home",worldnews,facts
17677,Russia may send more Iskander missiles to Kaliningrad after U.S. moves: RIA cites senior MP,worldnews,facts
17678,"Thousands evacuated in Vietnam as floods, landslides kill 46",worldnews,facts
17679,Czechs pin hopes on billionaire Babis to fix their country,worldnews,facts
17680,No Vacancies: Airbnb shutters Beijing rentals ahead of Party Congress,worldnews,facts
17681,Indian court acquits dentist couple of killing daughter,worldnews,facts
17682,"Eurofighter jet crashes in Spain, killing pilot",worldnews,facts
17683,"Afghan civilian casualties from air strikes rise more than 50 percent, says U.N.",worldnews,facts
17684,Arrested U.S. consulate worker in Turkey will meet lawyer on Friday: minister,worldnews,facts
17685,U.S. Tillerson assures Washington's only goal in Syria is fighting IS: TASS cites Lavrov,worldnews,facts
17686,"Palestinian rivals Hamas, Fatah agree to complete Gaza handover by Dec. 1: statement",worldnews,facts
17687,"Palestine rivals Hamas, Fatah agree on Rafah crossing handover Nov. 1: sources",worldnews,facts
17688,Trump resists pressure to soften stance on Iran nuclear deal,worldnews,facts
17689,Britain will not speculate on possible U.S. withdrawal from Iran deal: PM May's spokesman,worldnews,facts
17690,Ceasefire deal sealed for rebel pocket near Damascus,worldnews,facts
17691,Turkey's Erdogan says U.S. consulate hiding suspect,worldnews,facts
17692,"Gorbachev, last Soviet leader, wants Trump-Putin summit to save arms pact",worldnews,facts
17693,Samsung scion fights back as legal appeal begins,worldnews,facts
17694,Egypt extends state of emergency for three months starting Friday: official gazette,worldnews,facts
